id,title,number,street,id_sec,id_subsec,cod_sec,cod_sub,sector,x,y,lon,lat,geometry,polygon_id,Name
117733.0,Gamez Taller De Reparació,60,CL PINAR DEL RIO,9,12,tran,tall,taller mecánico,431573.0,4586221.0,2.179993778,41.42278554,POINT (2.179993778 41.42278554),23,aoi_24
112770.0,AreaMoto,44,CL FRANCESC TARREGA,9,12,tran,tall,taller mecánico,431621.0,4586343.0,2.180554341,41.42388844,POINT (2.180554341 41.42388844),23,aoi_24
112749.0,Auto Aguilera,23,CL FRANCESC TARREGA,9,12,tran,tall,taller mecánico,431599.0,4586267.0,2.1802996869999998,41.42320206,POINT (2.180299687 41.42320206),23,aoi_24
145549.0,Neumáticos Carrera,163,CL GARCILASO,9,12,tran,tall,taller mecánico,431729.0,4586261.0,2.18185595,41.42315909,POINT (2.18185595 41.42315909),23,aoi_24
145584.0,Tallers Garcilaso,223,CL GARCILASO,9,12,tran,tall,taller mecánico,431503.0,4586299.0,2.179147321,41.42348209,POINT (2.179147321 41.42348209),23,aoi_24
145587.0,Motos Fabregat,231,CL GARCILASO,9,12,tran,tall,taller mecánico,431475.0,4586304.0,2.178811704,41.42352474,POINT (2.178811704 41.42352474),23,aoi_24
361897.0,El Taller,65,CL PUERTO PRINCIPE,9,12,tran,tall,taller mecánico,431667.0,4586270.0,2.1811130380000003,41.42323487,POINT (2.181113038 41.42323487),23,aoi_24
721666.0,Tallers Gamez,62-64,CL PINAR DEL RIO,9,12,tran,tall,taller mecánico,431564.0,4586223.0,2.179885858,41.42280279,POINT (2.179885858 41.42280279),23,aoi_24
721667.0,Tallers Gamez,60,CL PINAR DEL RIO,9,12,tran,tall,taller mecánico,431573.0,4586221.0,2.179993778,41.42278554,POINT (2.179993778 41.42278554),23,aoi_24
117732.0,Bar Bello Comidas Caseras,57,CL PINAR DEL RIO,2,40,host,bar,bares de copas,431558.0,4586184.0,2.179818479,41.42245102,POINT (2.179818479 41.42245102),23,aoi_24
117747.0,Moments,7,CL MANIGUA,2,40,host,bar,bares de copas,431503.0,4586234.0,2.179154688,41.42289666,POINT (2.179154688 41.42289666),23,aoi_24
112713.0,L'Anxova D'Or,48,CL PUERTO PRINCIPE,2,40,host,bar,bares de copas,431677.0,4586206.0,2.181239934,41.4226593,POINT (2.181239934 41.4226593),23,aoi_24
112723.0,Granja Bar Puerto Príncipe,80,CL PUERTO PRINCIPE,2,40,host,bar,bares de copas,431725.0,4586358.0,2.181797127,41.42403239,POINT (2.181797127 41.42403239),23,aoi_24
112757.0,La Freiduria Bar Cafeteria,29,CL FRANCESC TARREGA,2,40,host,bar,bares de copas,431606.0,4586317.0,2.1803777909999997,41.42365299,POINT (2.180377791 41.42365299),23,aoi_24
112765.0,Bar Urbion,40,CL FRANCESC TARREGA,2,40,host,bar,bares de copas,431617.0,4586316.0,2.180509531,41.42364492,POINT (2.180509531 41.42364492),23,aoi_24
112768.0,Bar Sense Nom,42,CL FRANCESC TARREGA,2,40,host,bar,bares de copas,431619.0,4586328.0,2.180532106,41.42375317,POINT (2.180532106 41.42375317),23,aoi_24
383050.0,Yaniz,1,CL SEGLE XX,2,40,host,bar,bares de copas,431447.0,4586161.0,2.178492873,41.4222344,POINT (2.178492873 41.4222344),23,aoi_24
145548.0,Bar Granja Garcilaso,157,CL GARCILASO,2,40,host,bar,bares de copas,431742.0,4586266.0,2.1820109430000003,41.42320523,POINT (2.182010943 41.42320523),23,aoi_24
145558.0,Bar Venecia,176,CL GARCILASO,2,40,host,bar,bares de copas,431644.0,4586321.0,2.180832051,41.42369225,POINT (2.180832051 41.42369225),23,aoi_24
145563.0,Bar Restaurante Urbión,180,CL GARCILASO,2,40,host,bar,bares de copas,431626.0,4586318.0,2.180617,41.423663700000006,POINT (2.180617 41.42366370000001),23,aoi_24
145574.0,Bar Cafetería La Freiduría,199,CL GARCILASO,2,40,host,bar,bares de copas,431597.0,4586286.0,2.180273604,41.42337302,POINT (2.180273604 41.42337302),23,aoi_24
102340.0,Bar Lydia,155,CL FELIP II,2,40,host,bar,bares de copas,431776.0,4586315.0,2.1824122569999997,41.42364944,POINT (2.182412257 41.42364944),23,aoi_24
361923.0,La Factoria,21,CL MANIGUA,2,40,host,bar,bares de copas,431512.0,4586298.0,2.179255129,41.42347385,POINT (2.179255129 41.42347385),23,aoi_24
361947.0,Can Alexandre,1,CL FELIP BERTRAN I GUELL,2,40,host,bar,bares de copas,431736.0,4586407.0,2.181923221,41.42447465,POINT (2.181923221 41.42447465),23,aoi_24
721665.0,Bar El Punto Latino,66,CL PINAR DEL RIO,2,40,host,bar,bares de copas,431554.0,4586224.0,2.179766085,41.42281094,POINT (2.179766085 41.42281094),23,aoi_24
721675.0,Bar La Pepa,42,CL PINAR DEL RIO,2,40,host,bar,bares de copas,431695.0,4586194.0,2.181456677,41.42255275,POINT (2.181456677 41.42255275),23,aoi_24
722013.0,Can Alexandre,160,CL FELIP II,2,40,host,bar,bares de copas,431736.0,4586407.0,2.181923221,41.42447465,POINT (2.181923221 41.42447465),23,aoi_24
722025.0,Bar Can Yiyo,155,CL GARCILASO,2,40,host,bar,bares de copas,431766.0,4586264.0,2.1822983540000003,41.42318925,POINT (2.182298354 41.42318925),23,aoi_24
722039.0,Cerveceria Cecilia,180,CL GARCILASO,2,40,host,bar,bares de copas,431626.0,4586318.0,2.180617,41.423663700000006,POINT (2.180617 41.42366370000001),23,aoi_24
117752.0,Iñiguez,12,CL MANIGUA,6,8,pers,moda,tienda de ropa,431537.0,4586215.0,2.179563683,41.42272843,POINT (2.179563683 41.42272843),23,aoi_24
117760.0,Punt Gené,28,CL MANIGUA,6,8,pers,moda,tienda de ropa,431545.0,4586289.0,2.179651029,41.42339561,POINT (2.179651029 41.42339561),23,aoi_24
16065.0,Lenceria Intima Antonia Navarro,142,PS MARAGALL,6,8,pers,moda,tienda de ropa,431462.0,4586229.0,2.17866465,41.42284813,POINT (2.17866465 41.42284813),23,aoi_24
32745.0,Bona Idea,161,PS MARAGALL,6,8,pers,moda,tienda de ropa,431482.0,4586153.0,2.178912585,41.42216533,POINT (2.178912585 41.42216533),23,aoi_24
722030.0,Botiga Amiga,185,CL GARCILASO,6,8,pers,moda,tienda de ropa,431636.0,4586274.0,2.180741638,41.42326826,POINT (2.180741638 41.42326826),23,aoi_24
117753.0,Asepeyo Clínica,13,CL MANIGUA,8,119,serv,cons,consultorio,431495.0,4586261.0,2.1790559,41.42313916,POINT (2.1790559 41.42313916),23,aoi_24
383370.0,Acupuntura Kung,2,RB MUNTANYA,8,119,serv,cons,consultorio,431447.0,4586161.0,2.178492873,41.4222344,POINT (2.178492873 41.4222344),23,aoi_24
16119.0,Consultoris Medics,193,PS MARAGALL,8,119,serv,cons,consultorio,431394.0,4586282.0,2.177844948,41.42331967,POINT (2.177844948 41.42331967),23,aoi_24
16134.0,Clínica Dental Maragall,171,PS MARAGALL,8,119,serv,cons,consultorio,431444.0,4586209.0,2.178451531,41.42266646,POINT (2.178451531 41.42266646),23,aoi_24
16060.0,Miner Art,132,PS MARAGALL,6,9,pers,joie,joyería relojería,431497.0,4586182.0,2.179088786,41.4224278,POINT (2.179088786 41.4224278),23,aoi_24
165253.0,Marlin Oro,155,PS MARAGALL,6,9,pers,joie,joyería relojería,431497.0,4586111.0,2.179096833,41.42178833,POINT (2.179096833 41.42178833),23,aoi_24
145542.0,Molins Joiers Rellotgers,154,CL GARCILASO,6,9,pers,joie,joyería relojería,431719.0,4586304.0,2.1817314309999998,41.42354552,POINT (2.181731431 41.42354552),23,aoi_24
16136.0,La Caixa,167,PS MARAGALL,8,3,serv,banca,oficina bancaria,431453.0,4586195.0,2.1785608119999997,41.42254113,POINT (2.178560812 41.42254113),23,aoi_24
117724.0,Local Buit,44,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431683.0,4586195.0,2.1813129719999997,41.42256074,POINT (2.181312972 41.42256074),23,aoi_24
117727.0,Local Buit,50,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431646.0,4586208.0,2.1808687630000003,41.42267467,POINT (2.180868763 41.42267467),23,aoi_24
117735.0,Local Buit,61,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431542.0,4586190.0,2.179626345,41.42250369,POINT (2.179626345 41.42250369),23,aoi_24
117736.0,Local Buit,66,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431554.0,4586224.0,2.179766085,41.42281094,POINT (2.179766085 41.42281094),23,aoi_24
117750.0,Local Buit,11,CL MANIGUA,4,42,localb,localb,locales comerciales,431498.0,4586246.0,2.1790934980000003,41.42300431,POINT (2.179093498 41.42300431),23,aoi_24
117756.0,Local Buit,18,CL MANIGUA,4,42,localb,localb,locales comerciales,431544.0,4586243.0,2.179644273,41.42298122,POINT (2.179644273 41.42298122),23,aoi_24
117759.0,Local Buit,28,CL MANIGUA,4,42,localb,localb,locales comerciales,431545.0,4586289.0,2.179651029,41.42339561,POINT (2.179651029 41.42339561),23,aoi_24
117843.0,Local Buit,27,CL CIENFUEGOS,4,42,localb,localb,locales comerciales,431802.0,4586360.0,2.1827182990000003,41.42405695,POINT (2.182718299 41.42405695),23,aoi_24
117845.0,Local Buit,29,CL CIENFUEGOS,4,42,localb,localb,locales comerciales,431785.0,4586357.0,2.1825152119999998,41.42402849,POINT (2.182515212 41.42402849),23,aoi_24
112678.0,Local Buit,39,CL MATANZAS,4,42,localb,localb,locales comerciales,431746.0,4586243.0,2.182061405,41.42299841,POINT (2.182061405 41.42299841),23,aoi_24
112680.0,Local Buit,44,CL MATANZAS,4,42,localb,localb,locales comerciales,431756.0,4586227.0,2.182182872,41.42285516,POINT (2.182182872 41.42285516),23,aoi_24
112682.0,Local Buit,52,CL MATANZAS,4,42,localb,localb,locales comerciales,431760.0,4586251.0,2.1822280259999998,41.42307166,POINT (2.182228026 41.42307166),23,aoi_24
112683.0,Local Buit,53,CL MATANZAS,4,42,localb,localb,locales comerciales,431758.0,4586320.0,2.182196303,41.42369295,POINT (2.182196303 41.42369295),23,aoi_24
112714.0,Local Buit,50,CL PUERTO PRINCIPE,4,42,localb,localb,locales comerciales,431678.0,4586212.0,2.181251221,41.42271342,POINT (2.181251221 41.42271342),23,aoi_24
112718.0,Local Buit,59,CL PUERTO PRINCIPE,4,42,localb,localb,locales comerciales,431671.0,4586244.0,2.1811638419999997,41.42300104,POINT (2.181163842 41.42300104),23,aoi_24
112719.0,Local Buit,59,CL PUERTO PRINCIPE,4,42,localb,localb,locales comerciales,431672.0,4586249.0,2.181175243,41.42304616,POINT (2.181175243 41.42304616),23,aoi_24
112732.0,Local Buit,9,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431584.0,4586162.0,2.180132082,41.42225509,POINT (2.180132082 41.42225509),23,aoi_24
112735.0,Local Buit,11,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431588.0,4586183.0,2.180177569,41.42244457,POINT (2.180177569 41.42244457),23,aoi_24
112736.0,Local Buit,11,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431589.0,4586191.0,2.180188629,41.42251671,POINT (2.180188629 41.42251671),23,aoi_24
112743.0,Local buit,15,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431592.0,4586221.0,2.180221131,41.42278716,POINT (2.180221131 41.42278716),23,aoi_24
112752.0,Local Buit,25,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431602.0,4586279.0,2.180334227,41.4233104,POINT (2.180334227 41.4233104),23,aoi_24
112753.0,Local Buit,25,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431603.0,4586288.0,2.180345174,41.42339154,POINT (2.180345174 41.42339154),23,aoi_24
112754.0,Local Buit,25,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431604.0,4586294.0,2.1803564619999998,41.42344567,POINT (2.180356462 41.42344567),23,aoi_24
112756.0,Local Buit,26,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431605.0,4586235.0,2.180375104,41.42291436,POINT (2.180375104 41.42291436),23,aoi_24
112759.0,Local Buit,32,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431610.0,4586264.0,2.1804316530000003,41.42317598,POINT (2.180431653 41.42317598),23,aoi_24
112761.0,Local Buit,33,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431610.0,4586342.0,2.180422826,41.4238785,POINT (2.180422826 41.4238785),23,aoi_24
112764.0,Local Buit,40,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431618.0,4586322.0,2.1805208190000003,41.42369905,POINT (2.180520819 41.42369905),23,aoi_24
165270.0,Local Buit,120,PS MARAGALL,4,42,localb,localb,locales comerciales,431561.0,4586103.0,2.179863548,41.42172174,POINT (2.179863548 41.42172174),23,aoi_24
382867.0,Local Buit,3,CL GARROTXA,4,42,localb,localb,locales comerciales,431491.0,4586119.0,2.179024131,41.42185987,POINT (2.179024131 41.42185987),23,aoi_24
382868.0,Local Buit,7,CL GARROTXA,4,42,localb,localb,locales comerciales,431489.0,4586072.0,2.1790055269999997,41.42143639,POINT (2.179005527 41.42143639),23,aoi_24
383052.0,Local Buit,6,CL SEGLE XX,4,42,localb,localb,locales comerciales,431427.0,4586199.0,2.178249245,41.42257494,POINT (2.178249245 41.42257494),23,aoi_24
383331.0,Local Buit,169,PS MARAGALL,4,42,localb,localb,locales comerciales,431444.0,4586197.0,2.1784528919999997,41.42255838,POINT (2.178452892 41.42255838),23,aoi_24
383371.0,Local Buit,4,RB MUNTANYA,4,42,localb,localb,locales comerciales,431433.0,4586146.0,2.1783270530000003,41.4220981,POINT (2.178327053 41.4220981),23,aoi_24
32756.0,Local Buit,148,PS MARAGALL,4,42,localb,localb,locales comerciales,431449.0,4586248.0,2.178506937,41.42301815,POINT (2.178506937 41.42301815),23,aoi_24
145538.0,Local Buit,149,CL GARCILASO,4,42,localb,localb,locales comerciales,431786.0,4586256.0,2.182538578,41.4231189,POINT (2.182538578 41.4231189),23,aoi_24
145561.0,Local Buit,178,CL GARCILASO,4,42,localb,localb,locales comerciales,431638.0,4586322.0,2.180760141,41.42370075,POINT (2.180760141 41.42370075),23,aoi_24
145586.0,Local Buit,229,CL GARCILASO,4,42,localb,localb,locales comerciales,431484.0,4586302.0,2.178919625,41.42350749,POINT (2.178919625 41.42350749),23,aoi_24
142273.0,Local Buit,3,CL ART,4,42,localb,localb,locales comerciales,431503.0,4586087.0,2.179171347,41.42157268,POINT (2.179171347 41.42157268),23,aoi_24
153976.0,Local Buit,12,CL SEGLE XX,4,42,localb,localb,locales comerciales,431415.0,4586206.0,2.178104859,41.42263696,POINT (2.178104859 41.42263696),23,aoi_24
102337.0,Local Buit,152,CL FELIP II,4,42,localb,localb,locales comerciales,431797.0,4586337.0,2.1826610630000003,41.42384937,POINT (2.182661063 41.42384937),23,aoi_24
361902.0,Local Buit,42,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431695.0,4586194.0,2.181456677,41.42255275,POINT (2.181456677 41.42255275),23,aoi_24
361894.0,Local Buit,46,CL PUERTO PRINCIPE,4,42,localb,localb,locales comerciales,431683.0,4586195.0,2.1813129719999997,41.42256074,POINT (2.181312972 41.42256074),23,aoi_24
361895.0,Local Buit,46,CL PUERTO PRINCIPE,4,42,localb,localb,locales comerciales,431683.0,4586195.0,2.1813129719999997,41.42256074,POINT (2.181312972 41.42256074),23,aoi_24
361896.0,Local Buit,63,CL PUERTO PRINCIPE,4,42,localb,localb,locales comerciales,431654.0,4586256.0,2.180959063,41.42310767,POINT (2.180959063 41.42310767),23,aoi_24
361905.0,Local Buit,61,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431542.0,4586190.0,2.179626345,41.42250369,POINT (2.179626345 41.42250369),23,aoi_24
361921.0,Local Buit,20,CL MANIGUA,4,42,localb,localb,locales comerciales,431547.0,4586253.0,2.1796790390000003,41.42307154,POINT (2.179679039 41.42307154),23,aoi_24
361927.0,Local Buit,138,CL GARCILASO,4,42,localb,localb,locales comerciales,431783.0,4586294.0,2.1824983909999998,41.4234609,POINT (2.182498391 41.4234609),23,aoi_24
361932.0,Local Buit,15,CL FRANCESC TARREGA,4,42,localb,localb,locales comerciales,431584.0,4586220.0,2.180125517,41.42277747,POINT (2.180125517 41.42277747),23,aoi_24
361948.0,Local Buit,3,CL FELIP BERTRAN I GUELL,4,42,localb,localb,locales comerciales,431747.8701,4586417.94,2.182064026,41.4245742,POINT (2.182064026 41.4245742),23,aoi_24
361973.0,Local Buit,8,CL ACACIES,4,42,localb,localb,locales comerciales,431451.0,4586308.0,2.178524064,41.42355872,POINT (2.178524064 41.42355872),23,aoi_24
721668.0,Local buit,56-58,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431584.0,4586220.0,2.180125517,41.42277747,POINT (2.180125517 41.42277747),23,aoi_24
721669.0,Local buit,56-58,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431584.0,4586220.0,2.180125517,41.42277747,POINT (2.180125517 41.42277747),23,aoi_24
721672.0,Local buit,44,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431683.0,4586195.0,2.1813129719999997,41.42256074,POINT (2.181312972 41.42256074),23,aoi_24
721674.0,Local buit,44,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431683.0,4586195.0,2.1813129719999997,41.42256074,POINT (2.181312972 41.42256074),23,aoi_24
721691.0,Local buit,51,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431614.0,4586174.0,2.1804897,41.42236572,POINT (2.1804897 41.42236572),23,aoi_24
721692.0,Local buit,51,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431614.0,4586174.0,2.1804897,41.42236572,POINT (2.1804897 41.42236572),23,aoi_24
721693.0,Local buit,53,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431578.0,4586181.0,2.180058136,41.422425700000005,POINT (2.180058136 41.42242570000001),23,aoi_24
721696.0,Local buit,61,CL PINAR DEL RIO,4,42,localb,localb,locales comerciales,431542.0,4586190.0,2.179626345,41.42250369,POINT (2.179626345 41.42250369),23,aoi_24
721711.0,Local buit,39,CL MATANZAS,4,42,localb,localb,locales comerciales,431731.0,4586242.0,2.181882028,41.42298813,POINT (2.181882028 41.42298813),23,aoi_24
721713.0,Local buit,53,CL MATANZAS,4,42,localb,localb,locales comerciales,431753.7108,4586319.13,2.182145076,41.42368475,POINT (2.182145076 41.42368475),23,aoi_24
721716.0,Local buit,56,CL MATANZAS,4,42,localb,localb,locales comerciales,431766.0,4586264.0,2.1822983540000003,41.42318925,POINT (2.182298354 41.42318925),23,aoi_24
721717.0,Local buit,54,CL MATANZAS,4,42,localb,localb,locales comerciales,431766.0,4586264.0,2.1822983540000003,41.42318925,POINT (2.182298354 41.42318925),23,aoi_24
721981.0,Local Buit,153,CL FELIP II,4,42,localb,localb,locales comerciales,431783.0,4586294.0,2.1824983909999998,41.4234609,POINT (2.182498391 41.4234609),23,aoi_24
721983.0,Local Buit,167,CL FELIP II,4,42,localb,localb,locales comerciales,431693.0,4586388.0,2.181410819,41.42429987,POINT (2.181410819 41.42429987),23,aoi_24
722009.0,Local Buit,152,CL FELIP II,4,42,localb,localb,locales comerciales,431797.0,4586337.0,2.1826610630000003,41.42384937,POINT (2.182661063 41.42384937),23,aoi_24
722012.0,Local Buit,158,CL FELIP II,4,42,localb,localb,locales comerciales,431785.0,4586357.0,2.1825152119999998,41.42402849,POINT (2.182515212 41.42402849),23,aoi_24
722026.0,Local Buit,155,CL GARCILASO,4,42,localb,localb,locales comerciales,431766.0,4586264.0,2.1822983540000003,41.42318925,POINT (2.182298354 41.42318925),23,aoi_24
722027.0,Local Buit,167,CL GARCILASO,4,42,localb,localb,locales comerciales,431714.0,4586263.0,2.181676233,41.42317583,POINT (2.181676233 41.42317583),23,aoi_24
722037.0,Local Buit,152,CL GARCILASO,4,42,localb,localb,locales comerciales,431733.0,4586309.0,2.181898392,41.42359175,POINT (2.181898392 41.42359175),23,aoi_24
722112.0,Local Buit,5,CL MANIGUA,4,42,localb,localb,locales comerciales,431501.0,4586221.0,2.179132229,41.422779399999996,POINT (2.179132229 41.4227794),23,aoi_24
112681.0,Farmàcia Llida.Maria Carme Planes-Centre D'extracions General Lab,46,CL MATANZAS,0,16,altr,farm,farmacia,431758.0,4586242.0,2.18220511,41.42299043,POINT (2.18220511 41.42299043),23,aoi_24
16130.0,Farmacia Javier Albert Diloy,177,PS MARAGALL,0,16,altr,farm,farmacia,431425.0,4586237.0,2.178221001,41.42291702,POINT (2.178221001 41.42291702),23,aoi_24
145583.0,Farmàcia Esther Losa Gaspà - Prudencio Losa Quintana,213,CL GARCILASO,0,16,altr,farm,farmacia,431546.0,4586299.0,2.179661863,41.42348576,POINT (2.179661863 41.42348576),23,aoi_24
721718.0,Farmacia,46-48,CL MATANZAS,0,16,altr,farm,farmacia,431773.0,4586236.0,2.182385277,41.42293766,POINT (2.182385277 41.42293766),23,aoi_24
112751.0,Colmado Sense Nom,24,CL FRANCESC TARREGA,7,110,quot,colma,colmados y pakis,431605.0,4586228.0,2.180375897,41.42285132,POINT (2.180375897 41.42285132),23,aoi_24
16142.0,Alimentacio Orient,151,PS MARAGALL,7,110,quot,colma,colmados y pakis,431518.0,4586099.0,2.1793494730000003,41.42168204,POINT (2.179349473 41.42168204),23,aoi_24
145535.0,Super Congrés Alimentació,146,CL GARCILASO,7,110,quot,colma,colmados y pakis,431749.0,4586298.0,2.182091092,41.42349403,POINT (2.182091092 41.42349403),23,aoi_24
145569.0,Super Garcilaso Alimentació,194,CL GARCILASO,7,110,quot,colma,colmados y pakis,431590.0,4586326.0,2.180185314,41.42373269,POINT (2.180185314 41.42373269),23,aoi_24
722010.0,New Super Alimentació,158,CL FELIP II,7,110,quot,colma,colmados y pakis,431785.0,4586357.0,2.1825152119999998,41.42402849,POINT (2.182515212 41.42402849),23,aoi_24
117755.0,Condis,17,CL MANIGUA,7,31,quot,ccom,supermercado,431497.0,4586279.0,2.179077791,41.42330145,POINT (2.179077791 41.42330145),23,aoi_24
361919.0,Dia Fresh,2,CL MANIGUA,7,31,quot,ccom,supermercado,431534.0,4586156.0,2.179534469,41.42219679,POINT (2.179534469 41.42219679),23,aoi_24
145550.0,New York Cafeteria Bar,165,CL GARCILASO,2,23,host,cafe,cafetería,431723.0,4586262.0,2.18178404,41.42316758,POINT (2.18178404 41.42316758),23,aoi_24
145555.0,Toca Teca,172,CL GARCILASO,2,23,host,cafe,cafetería,431656.0,4586319.0,2.180975871,41.42367526,POINT (2.180975871 41.42367526),23,aoi_24
721664.0,Cafe Bar Stop,70,CL PINAR DEL RIO,2,23,host,cafe,cafetería,431501.0,4586221.0,2.179132229,41.422779399999996,POINT (2.179132229 41.4227794),23,aoi_24
721695.0,Ecco Cafeteria,57,CL PINAR DEL RIO,2,23,host,cafe,cafetería,431558.0,4586184.0,2.179818479,41.42245102,POINT (2.179818479 41.42245102),23,aoi_24
721779.0,El Racó del Bon Cafè,8,CL ACACIES,2,23,host,cafe,cafetería,431451.0,4586308.0,2.178524064,41.42355872,POINT (2.178524064 41.42355872),23,aoi_24
361906.0,Tintoreria,70,CL PINAR DEL RIO,8,22,serv,tint,"tintorería, lavandería",431501.0,4586221.0,2.179132229,41.422779399999996,POINT (2.179132229 41.4227794),23,aoi_24
721663.0,La Nova Tintoreria,70,CL PINAR DEL RIO,8,22,serv,tint,"tintorería, lavandería",431501.0,4586221.0,2.179132229,41.422779399999996,POINT (2.179132229 41.4227794),23,aoi_24
722035.0,La Wash,227,CL GARCILASO,8,22,serv,tint,"tintorería, lavandería",431490.0,4586301.0,2.178991535,41.423499,POINT (2.178991535 41.423499),23,aoi_24
722122.0,Tintoreria,16,CL MANIGUA,8,22,serv,tint,"tintorería, lavandería",431541.0,4586233.0,2.179609508,41.42289089,POINT (2.179609508 41.42289089),23,aoi_24
112725.0,Cuba Blau Agencia De Paqueteria,89,CL PUERTO PRINCIPE,8,50,serv,corr,oficina de correos,431702.0,4586364.0,2.1815212269999997,41.42408448,POINT (2.181521227 41.42408448),23,aoi_24
16061.0,Flor I Plants Maruja,134,PS MARAGALL,0,27,altr,flor,floristería,431489.0,4586189.0,2.178992265,41.42249017,POINT (2.178992265 41.42249017),23,aoi_24
117744.0,Unyozi Peluqueria Estética,6,CL MANIGUA,8,4,serv,pelu,peluquería,431532.0,4586173.0,2.179508611,41.42234973,POINT (2.179508611 41.42234973),23,aoi_24
112685.0,Peluqueria Hedri,60,CL MATANZAS,8,4,serv,pelu,peluquería,431766.0,4586306.0,2.182293612,41.42356753,POINT (2.182293612 41.42356753),23,aoi_24
16127.0,Chuangmei Peluqueria,181,PS MARAGALL,8,4,serv,pelu,peluquería,431416.0,4586251.0,2.178111719,41.42304235,POINT (2.178111719 41.42304235),23,aoi_24
16132.0,Cebado,173,PS MARAGALL,8,4,serv,pelu,peluquería,431437.0,4586220.0,2.1783665219999997,41.42276493,POINT (2.178366522 41.42276493),23,aoi_24
32743.0,Núria Mallorquí Peluqueria-Estetica,151,PS MARAGALL,8,4,serv,pelu,peluquería,431521.0,4586095.0,2.179385824,41.42164627,POINT (2.179385824 41.42164627),23,aoi_24
145529.0,Perruqueria Jaume Eroles,138,CL GARCILASO,8,4,serv,pelu,peluquería,431783.0,4586294.0,2.1824983909999998,41.4234609,POINT (2.182498391 41.4234609),23,aoi_24
145562.0,Perruqueria Núria,180,CL GARCILASO,8,4,serv,pelu,peluquería,431626.0,4586318.0,2.180617,41.423663700000006,POINT (2.180617 41.42366370000001),23,aoi_24
361871.0,The Hair Store,134,PS MARAGALL,8,4,serv,pelu,peluquería,431493.0,4586201.0,2.1790387680000003,41.42259859,POINT (2.179038768 41.42259859),23,aoi_24
361920.0,Unioz4,4,CL MANIGUA,8,4,serv,pelu,peluquería,431534.0,4586156.0,2.179534469,41.42219679,POINT (2.179534469 41.42219679),23,aoi_24
361922.0,Max Peluquers,21,CL MANIGUA,8,4,serv,pelu,peluquería,431512.0,4586298.0,2.179255129,41.42347385,POINT (2.179255129 41.42347385),23,aoi_24
361940.0,Ke Korte,165,CL FELIP II,8,4,serv,pelu,peluquería,431706.0,4586375.0,2.181567849,41.42418389,POINT (2.181567849 41.42418389),23,aoi_24
361949.0,Peluqueria Estilo,3,CL FELIP BERTRAN I GUELL,8,4,serv,pelu,peluquería,431747.8701,4586417.94,2.182064026,41.4245742,POINT (2.182064026 41.4245742),23,aoi_24
721714.0,Perruqueria Naqeeb,60,CL MATANZAS,8,4,serv,pelu,peluquería,431772.0,4586304.0,2.182365635,41.42355003,POINT (2.182365635 41.42355003),23,aoi_24
721720.0,Juan Perruquer,44,CL MATANZAS,8,4,serv,pelu,peluquería,431771.0,4586226.0,2.182362474,41.42284742,POINT (2.182362474 41.42284742),23,aoi_24
721980.0,Jaume Heroles Perruqueria,153,CL FELIP II,8,4,serv,pelu,peluquería,431783.0,4586294.0,2.1824983909999998,41.4234609,POINT (2.182498391 41.4234609),23,aoi_24
117730.0,F.M Gallego Electricidad Y Lampisteria,58,CL PINAR DEL RIO,8,118,serv,constr,"obras, instalaciones y rehabilitaciones, lampisteria, Gas, Electricidad, Climatización,Antenas Seguridad, Cristaleria, Puertas, Ventanas, Carpinteria",431584.0,4586220.0,2.180125517,41.42277747,POINT (2.180125517 41.42277747),23,aoi_24
117758.0,CSI Central De Suministros,22,CL MANIGUA,8,118,serv,constr,"obras, instalaciones y rehabilitaciones, lampisteria, Gas, Electricidad, Climatización,Antenas Seguridad, Cristaleria, Puertas, Ventanas, Carpinteria",431550.0,4586262.0,2.179713918,41.42315285,POINT (2.179713918 41.42315285),23,aoi_24
